locus_tag	ftype	length_bp	gene	EC_number	COG	product
CAPPHCFD_00990	CDS	651	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
CAPPHCFD_00991	CDS	1065	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
CAPPHCFD_00992	CDS	1056	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
CAPPHCFD_00993	CDS	936	ompC		COG3203	Outer membrane porin C
CAPPHCFD_00994	CDS	378			COG1662	IS1 family transposase IS1R
CAPPHCFD_00995	CDS	276			COG1662	IS1 family transposase IS1A
CAPPHCFD_00996	CDS	2850	rcsC	2.7.13.3	COG0784	Sensor histidine kinase RcsC
CAPPHCFD_00997	CDS	1827	atoS	2.7.13.3	COG3852	Signal transduction histidine-protein kinase AtoS
CAPPHCFD_00998	CDS	1386	atoC		COG2204	Regulatory protein AtoC
CAPPHCFD_00999	CDS	663	atoD	2.8.3.8	COG1788	Acetate CoA-transferase subunit alpha
CAPPHCFD_01000	CDS	651	atoA	2.8.3.8	COG2057	Acetate CoA-transferase subunit beta
CAPPHCFD_01001	CDS	1323	atoE		COG2031	Putative short-chain fatty acid transporter
CAPPHCFD_01002	CDS	1185	atoB_1	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
CAPPHCFD_01003	CDS	777				hypothetical protein
CAPPHCFD_01004	CDS	1650				hypothetical protein
CAPPHCFD_01005	CDS	4395				hypothetical protein
CAPPHCFD_01006	CDS	624				putative protein
CAPPHCFD_01007	CDS	1689				hypothetical protein
CAPPHCFD_01008	CDS	2628	gyrA			DNA gyrase subunit A GyrA
CAPPHCFD_01009	CDS	723	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
CAPPHCFD_01010	CDS	3705	yfaL		COG3468	putative autotransporter YfaL
CAPPHCFD_01011	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
CAPPHCFD_01012	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
CAPPHCFD_01013	CDS	255				hypothetical protein
CAPPHCFD_01014	CDS	651	inaA		COG3642	Protein InaA
CAPPHCFD_01015	CDS	207				hypothetical protein
CAPPHCFD_01016	CDS	1077	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
CAPPHCFD_01017	CDS	1359	glpT		COG2271	Glycerol-3-phosphate transporter
CAPPHCFD_01018	CDS	1629	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
CAPPHCFD_01019	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
CAPPHCFD_01020	CDS	1191	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
CAPPHCFD_01021	CDS	903				ISNCY family transposase ISSen7
CAPPHCFD_01022	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
CAPPHCFD_01023	CDS	1290	rhmT		COG2271	Inner membrane transport protein RhmT
CAPPHCFD_01024	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
CAPPHCFD_01025	CDS	783	rhmR		COG1414	putative HTH-type transcriptional regulator RhmR
CAPPHCFD_01026	CDS	1203	pncC_1	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
CAPPHCFD_01027	CDS	543				hypothetical protein
CAPPHCFD_01028	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
CAPPHCFD_01029	CDS	603	ais	3.1.3.-	COG0406	Lipopolysaccharide core heptose(II)-phosphate phosphatase
CAPPHCFD_01030	CDS	1158	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
CAPPHCFD_01031	CDS	969	arnC	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
CAPPHCFD_01032	CDS	1983	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
CAPPHCFD_01033	CDS	891	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
CAPPHCFD_01034	CDS	1653	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
CAPPHCFD_01035	CDS	336	arnE		COG2076	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
CAPPHCFD_01036	CDS	387	arnF		COG2076	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
CAPPHCFD_01037	CDS	267	pmrD			Signal transduction protein PmrD
CAPPHCFD_01038	CDS	1356	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
CAPPHCFD_01039	CDS	963	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
CAPPHCFD_01040	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
CAPPHCFD_01041	CDS	759	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
CAPPHCFD_01042	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
CAPPHCFD_01043	CDS	1296	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
CAPPHCFD_01044	CDS	306	elaB		COG4575	Protein ElaB
CAPPHCFD_01045	CDS	462	elaA		COG2153	Protein ElaA
CAPPHCFD_01046	CDS	918	rbn	3.1.-.-	COG1234	Ribonuclease BN
CAPPHCFD_01047	CDS	1209	elaD	3.4.22.-	COG5160	Protease ElaD
CAPPHCFD_01048	CDS	504	yfbM			Protein YfbM
CAPPHCFD_01049	CDS	522				IS3 family transposase ISEcB1
CAPPHCFD_01050	CDS	840				IS3 family transposase ISEcB1
CAPPHCFD_01051	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
CAPPHCFD_01052	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
CAPPHCFD_01053	CDS	1842	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
CAPPHCFD_01054	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
CAPPHCFD_01055	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
CAPPHCFD_01056	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
CAPPHCFD_01057	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
CAPPHCFD_01058	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
CAPPHCFD_01059	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
CAPPHCFD_01060	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
CAPPHCFD_01061	CDS	1803	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
CAPPHCFD_01062	CDS	663	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
CAPPHCFD_01063	CDS	444	nuoA	7.1.1.-	COG0838	NADH-quinone oxidoreductase subunit A
CAPPHCFD_01064	CDS	165				hypothetical protein
CAPPHCFD_01065	CDS	939	lrhA		COG0583	putative HTH-type transcriptional regulator LrhA
CAPPHCFD_01066	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
CAPPHCFD_01067	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
CAPPHCFD_01068	CDS	1833				hypothetical protein
CAPPHCFD_01069	CDS	651	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
CAPPHCFD_01070	CDS	495				hypothetical protein
CAPPHCFD_01071	CDS	456				hypothetical protein
CAPPHCFD_01072	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
CAPPHCFD_01073	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
CAPPHCFD_01074	CDS	1479				hypothetical protein
CAPPHCFD_01075	CDS	543	yfcD	3.6.-.-	COG1443	putative Nudix hydrolase YfcD
CAPPHCFD_01076	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
CAPPHCFD_01077	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
CAPPHCFD_01078	CDS	648	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
CAPPHCFD_01079	CDS	363	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
CAPPHCFD_01080	CDS	894				Epimerase family protein
CAPPHCFD_01081	CDS	891				ISNCY family transposase ISRor2
CAPPHCFD_01082	CDS	774	hisP	7.4.2.1	COG4598	Histidine/lysine/arginine/ornithine transport ATP-binding protein HisP
CAPPHCFD_01083	CDS	717	hisM		COG4160	Histidine/lysine/arginine/ornithine transport system permease protein HisM
CAPPHCFD_01084	CDS	687	hisQ		COG4215	Histidine/lysine/arginine/ornithine transport system permease protein HisQ
CAPPHCFD_01085	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
CAPPHCFD_01086	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
CAPPHCFD_01087	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
CAPPHCFD_01088	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
CAPPHCFD_01089	CDS	489	cvpA		COG1286	Colicin V production protein
CAPPHCFD_01090	CDS	663	dedD		COG3147	Cell division protein DedD
CAPPHCFD_01091	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
CAPPHCFD_01092	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
CAPPHCFD_01093	CDS	660	dedA		COG0586	Protein DedA
CAPPHCFD_01094	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
CAPPHCFD_01095	CDS	1014	usg		COG0136	USG-1 protein
CAPPHCFD_01096	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
CAPPHCFD_01097	CDS	996	flk			Flagellar regulator flk
CAPPHCFD_01098	CDS	1179	yfcJ		COG2814	putative MFS-type transporter YfcJ
CAPPHCFD_01099	CDS	1221	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
CAPPHCFD_01100	CDS	2007	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
CAPPHCFD_01101	CDS	279				hypothetical protein
CAPPHCFD_01102	CDS	549	epmC	1.14.13.-	COG3101	Elongation factor P lysine hydroxylase
CAPPHCFD_01103	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
CAPPHCFD_01104	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
CAPPHCFD_01105	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
CAPPHCFD_01106	CDS	933	prmB	2.1.1.298	COG2890	Ribosomal protein uL3 glutamine methyltransferase
CAPPHCFD_01107	CDS	552	smrB	3.1.-.-	COG2840	Ribosome rescue factor SmrB
CAPPHCFD_01108	CDS	825	yfcO			putative protein YfcO
CAPPHCFD_01109	CDS	552	yfcP		COG3539	putative fimbrial-like protein YfcP
CAPPHCFD_01110	CDS	480	yfcQ		COG3539	putative fimbrial-like protein YfcQ
CAPPHCFD_01111	CDS	507	yfcR		COG3539	putative fimbrial-like protein YfcR
CAPPHCFD_01112	CDS	753	yfcS		COG3121	putative fimbrial chaperone YfcS
CAPPHCFD_01113	CDS	2646	steB			fimbrial biogenesis outer membrane usher protein SteB
CAPPHCFD_01114	CDS	564	yfcV		COG3539	putative fimbrial-like protein YfcV
CAPPHCFD_01115	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
CAPPHCFD_01116	CDS	2145	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
CAPPHCFD_01117	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
CAPPHCFD_01118	CDS	285				hypothetical protein
CAPPHCFD_01119	CDS	1341	fadL		COG2067	Long-chain fatty acid transport protein
CAPPHCFD_01120	CDS	114				hypothetical protein
CAPPHCFD_01121	CDS	462	icaT			Invasion chromosome antigen T
CAPPHCFD_01122	CDS	378			COG1662	IS1 family transposase IS1R
CAPPHCFD_01123	CDS	276			COG1662	IS1 family transposase IS1A
CAPPHCFD_01124	CDS	756	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
CAPPHCFD_01125	CDS	933	yfdC		COG2116	Inner membrane protein YfdC
CAPPHCFD_01126	tRNA	75				tRNA-Arg(cct)
CAPPHCFD_01127	CDS	936	dsdC		COG0583	HTH-type transcriptional regulator DsdC
CAPPHCFD_01128	CDS	1338	dsdX		COG2610	D-serine transporter DsdX
CAPPHCFD_01129	CDS	1329	dsdA	4.3.1.18	COG3048	D-serine dehydratase
CAPPHCFD_01130	CDS	1539	emrY		COG0477	putative multidrug resistance protein EmrY
CAPPHCFD_01131	CDS	1164	emrK		COG1566	putative multidrug resistance protein EmrK
CAPPHCFD_01132	CDS	615	evgA		COG2197	DNA-binding transcriptional activator EvgA
CAPPHCFD_01133	CDS	3594	evgS	2.7.13.3	COG0784	Sensor protein EvgS
CAPPHCFD_01134	CDS	1146	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
CAPPHCFD_01135	CDS	945				hypothetical protein
CAPPHCFD_01136	CDS	1695	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
CAPPHCFD_01137	CDS	1251	frc	2.8.3.16	COG1804	Formyl-CoA:oxalate CoA-transferase
CAPPHCFD_01138	CDS	633	yfdX			Protein YfdX
CAPPHCFD_01139	CDS	276				hypothetical protein
CAPPHCFD_01140	CDS	243				hypothetical protein
CAPPHCFD_01141	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
CAPPHCFD_01142	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
CAPPHCFD_01143	CDS	1698	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
CAPPHCFD_01144	CDS	735	ypdB		COG3279	Transcriptional regulatory protein YpdB
CAPPHCFD_01145	CDS	858	rhaR_1		COG1917	HTH-type transcriptional activator RhaR
CAPPHCFD_01146	CDS	2496	fryA_1		COG1080	Multiphosphoryl transfer protein 1
CAPPHCFD_01147	CDS	1038	ypdE	3.4.11.-	COG1363	Aminopeptidase YpdE
CAPPHCFD_01148	CDS	1086	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
CAPPHCFD_01149	CDS	1248	fryC		COG1299	Fructose-like permease IIC component 1
CAPPHCFD_01150	CDS	327	fryB_1	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
CAPPHCFD_01151	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
CAPPHCFD_01152	CDS	1257				hypothetical protein
CAPPHCFD_01153	CDS	327				hypothetical protein
CAPPHCFD_01154	CDS	1239	mntH		COG1914	Divalent metal cation transporter MntH
CAPPHCFD_01155	CDS	1203	nupC		COG1972	Nucleoside permease NupC
CAPPHCFD_01156	CDS	2190	pdeA	3.1.4.52	COG2199	putative cyclic di-GMP phosphodiesterase PdeA
CAPPHCFD_01157	CDS	1869	kup		COG3158	Low affinity potassium transport system protein Kup
CAPPHCFD_01158	CDS	1497	ravA	3.6.1.-	COG0714	Regulatory ATPase RavA
CAPPHCFD_01159	CDS	1452	viaA		COG2425	Regulatory protein ViaA
CAPPHCFD_01160	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
CAPPHCFD_01161	CDS	459	asnC		COG1522	Regulatory protein AsnC
CAPPHCFD_01162	CDS	444	mioC		COG0716	Protein MioC
CAPPHCFD_01163	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
CAPPHCFD_01164	CDS	396	rsmG_1	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
CAPPHCFD_01165	CDS	186	rsmG_2	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
CAPPHCFD_01166	CDS	381	atpI		COG3312	ATP synthase protein I
CAPPHCFD_01167	CDS	816	atpB		COG0356	ATP synthase subunit a
CAPPHCFD_01168	CDS	240	atpE			ATP synthase subunit c
CAPPHCFD_01169	CDS	471	atpF		COG0711	ATP synthase subunit b
CAPPHCFD_01170	CDS	534	atpH		COG0712	ATP synthase subunit delta
CAPPHCFD_01171	CDS	1542	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
CAPPHCFD_01172	CDS	864	atpG		COG0224	ATP synthase gamma chain
CAPPHCFD_01173	CDS	1383	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
CAPPHCFD_01174	CDS	420	atpC		COG0355	ATP synthase epsilon chain
CAPPHCFD_01175	CDS	1371	glmU		COG1207	Bifunctional protein GlmU
CAPPHCFD_01176	CDS	1830	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
CAPPHCFD_01177	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
CAPPHCFD_01178	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
CAPPHCFD_01179	CDS	891	pstA		COG0581	Phosphate transport system permease protein PstA
CAPPHCFD_01180	CDS	774	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
CAPPHCFD_01181	CDS	726	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
CAPPHCFD_01182	CDS	837	bglG		COG3711	Cryptic beta-glucoside bgl operon antiterminator
CAPPHCFD_01183	CDS	1878	bglF		COG1263	PTS system beta-glucoside-specific EIIBCA component
CAPPHCFD_01184	CDS	1395	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
CAPPHCFD_01185	CDS	1617	bglH_1		COG4580	Cryptic outer membrane porin BglH
CAPPHCFD_01186	CDS	1170	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
CAPPHCFD_01187	CDS	723	gamA	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 2
CAPPHCFD_01188	CDS	588				hypothetical protein
CAPPHCFD_01189	CDS	474	cbrB			Inner membrane protein CbrB
CAPPHCFD_01190	CDS	666	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
CAPPHCFD_01191	CDS	1338	adeP		COG2252	Adenine permease AdeP
CAPPHCFD_01192	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
CAPPHCFD_01193	CDS	750				hypothetical protein
CAPPHCFD_01194	CDS	960	yidZ		COG0583	HTH-type transcriptional regulator YidZ
CAPPHCFD_01195	CDS	1176	mdtL		COG2814	Multidrug resistance protein MdtL
CAPPHCFD_01196	CDS	1248	tnaB		COG0814	Low affinity tryptophan permease
CAPPHCFD_01197	CDS	1416	tnaA	4.1.99.1	COG3033	Tryptophanase
CAPPHCFD_01198	CDS	1365	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
CAPPHCFD_01199	CDS	1647	yidC			Membrane protein insertase YidC
CAPPHCFD_01200	CDS	327	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
CAPPHCFD_01201	CDS	141	rpmH		COG0230	Large ribosomal subunit protein bL34
CAPPHCFD_01202	CDS	1404	dnaA	3.6.4.-	COG0593	Chromosomal replication initiator protein DnaA
CAPPHCFD_01203	CDS	1101	dnaN		COG0592	Beta sliding clamp
CAPPHCFD_01204	CDS	1074	recF		COG1195	DNA replication and repair protein RecF
CAPPHCFD_01205	CDS	2415	gyrB			DNA topoisomerase (ATP-hydrolyzing) subunit B GyrB
CAPPHCFD_01206	CDS	399				hypothetical protein
CAPPHCFD_01207	CDS	813	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
CAPPHCFD_01208	CDS	657				hypothetical protein
CAPPHCFD_01209	CDS	690	dgoR_1		COG2186	Galactonate operon transcriptional repressor
CAPPHCFD_01210	CDS	879	dgoK_1	2.7.1.58	COG3734	2-dehydro-3-deoxygalactonokinase
CAPPHCFD_01211	CDS	618	dgoA_1	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
CAPPHCFD_01212	CDS	1149	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
CAPPHCFD_01213	CDS	1293	dgoT		COG2271	D-galactonate transporter
CAPPHCFD_01214	CDS	1065	cbrA		COG0644	Protein CbrA
CAPPHCFD_01215	CDS	1215				hypothetical protein
CAPPHCFD_01216	CDS	261				hypothetical protein
CAPPHCFD_01217	CDS	414	ibpA		COG0071	Small heat shock protein IbpA
CAPPHCFD_01218	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
CAPPHCFD_01219	CDS	1662	aspT_2			Aspartate/alanine antiporter
CAPPHCFD_01220	CDS	486	mngR_1		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
CAPPHCFD_01221	CDS	1617				hypothetical protein
CAPPHCFD_01222	CDS	1323	aglB	3.2.1.122		6-phospho-alpha-glucosidase
CAPPHCFD_01223	CDS	894				hypothetical protein
CAPPHCFD_01224	CDS	1716	yidK		COG4146	putative symporter YidK
CAPPHCFD_01225	CDS	1494		3.1.6.-	COG3119	Ulvan-active sulfatase
CAPPHCFD_01226	CDS	450	yidI			Inner membrane protein YidI
CAPPHCFD_01227	CDS	348	yidH		COG2149	Inner membrane protein YidH
CAPPHCFD_01228	CDS	363	yidG			Inner membrane protein YidG
CAPPHCFD_01229	CDS	498				hypothetical protein
CAPPHCFD_01230	CDS	1185	emrD		COG2814	Multidrug resistance protein D
CAPPHCFD_01231	CDS	90	tisB			Small toxic protein TisB
CAPPHCFD_01232	CDS	99				hypothetical protein
CAPPHCFD_01233	CDS	1689	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
CAPPHCFD_01234	CDS	291	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
CAPPHCFD_01235	CDS	591	uhpA		COG2197	Transcriptional regulatory protein UhpA
CAPPHCFD_01236	CDS	1503	uhpB	2.7.13.3	COG3851	Signal transduction histidine-protein kinase/phosphatase UhpB
CAPPHCFD_01237	CDS	1320	uhpC		COG2271	Membrane sensor protein UhpC
CAPPHCFD_01238	CDS	1392	uhpT			hexose phosphate transporter UhpT
CAPPHCFD_01239	CDS	1767	ade	3.5.4.2	COG1001	Adenine deaminase
CAPPHCFD_01240	CDS	1335	adeQ		COG2252	Adenine permease AdeQ
CAPPHCFD_01241	CDS	453				hypothetical protein
CAPPHCFD_01242	CDS	1239	nepI		COG2814	Purine ribonucleoside efflux pump NepI
CAPPHCFD_01243	CDS	294				hypothetical protein
CAPPHCFD_01244	CDS	819	nlpA		COG1464	Lipoprotein 28
CAPPHCFD_01245	CDS	924	yicL		COG0697	putative inner membrane transporter YicL
CAPPHCFD_01246	CDS	1185	setC		COG2814	Sugar efflux transporter C
CAPPHCFD_01247	CDS	846				hypothetical protein
CAPPHCFD_01248	CDS	198				hypothetical protein
CAPPHCFD_01249	CDS	489				hypothetical protein
CAPPHCFD_01250	CDS	1125			COG2826	IS30 family transposase IS30
CAPPHCFD_01251	CDS	357				hypothetical protein
CAPPHCFD_01252	CDS	3498				hypothetical protein
CAPPHCFD_01253	CDS	186				IS3 family transposase ISEc48
CAPPHCFD_01254	CDS	156				hypothetical protein
CAPPHCFD_01255	CDS	375				hypothetical protein
CAPPHCFD_01256	CDS	312				hypothetical protein
CAPPHCFD_01257	CDS	1164	dotL		COG3505	Type 4 coupling protein DotL
CAPPHCFD_01258	CDS	486				hypothetical protein
CAPPHCFD_01259	CDS	2382				hypothetical protein
CAPPHCFD_01260	CDS	1302	exuT_2		COG2271	Hexuronate transporter
CAPPHCFD_01261	CDS	1071	cytR_1		COG1609	HTH-type transcriptional repressor CytR
CAPPHCFD_01262	CDS	1044				hypothetical protein
CAPPHCFD_01263	CDS	1185	intS_1		COG0582	Prophage integrase IntS
CAPPHCFD_01264	tRNA	95				tRNA-SeC(tca)
CAPPHCFD_01265	CDS	1383	yicJ_1		COG2211	Inner membrane symporter YicJ
CAPPHCFD_01266	CDS	2319	yicI	3.2.1.177	COG1501	Alpha-xylosidase
CAPPHCFD_01267	CDS	1710				hypothetical protein
CAPPHCFD_01268	CDS	1392	xanP		COG2233	Xanthine permease XanP
CAPPHCFD_01269	CDS	1206	gltS		COG0786	Sodium/glutamate symporter
CAPPHCFD_01270	CDS	867				hypothetical protein
CAPPHCFD_01271	CDS	2082	recG	5.6.2.4	COG1200	ATP-dependent DNA helicase RecG
CAPPHCFD_01272	CDS	690	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
CAPPHCFD_01273	CDS	2109	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
CAPPHCFD_01274	CDS	276	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
CAPPHCFD_01275	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
CAPPHCFD_01276	CDS	1683	ligB	6.5.1.2	COG0272	DNA ligase B
CAPPHCFD_01277	CDS	618				hypothetical protein
CAPPHCFD_01278	CDS	825				hypothetical protein
CAPPHCFD_01279	CDS	864	yicC	3.1.26.-	COG1561	Endoribonuclease YicC
CAPPHCFD_01280	CDS	717	rph	2.7.7.56		Ribonuclease PH
CAPPHCFD_01281	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
CAPPHCFD_01282	CDS	597	slmA		COG1309	Nucleoid occlusion factor SlmA
CAPPHCFD_01283	CDS	459	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
CAPPHCFD_01284	CDS	1221	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
CAPPHCFD_01285	CDS	669				hypothetical protein
CAPPHCFD_01286	CDS	237	rpmB		COG0227	Large ribosomal subunit protein bL28
CAPPHCFD_01287	CDS	168	rpmG		COG0267	Large ribosomal subunit protein bL33
CAPPHCFD_01288	CDS	810	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
CAPPHCFD_01289	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
CAPPHCFD_01290	CDS	1278	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
CAPPHCFD_01291	CDS	1059	waaQ	2.4.99.25	COG0859	Lipopolysaccharide heptosyltransferase 3
CAPPHCFD_01292	CDS	1125	waaG	2.4.1.-	COG0438	Lipopolysaccharide glucosyltransferase WaaG
CAPPHCFD_01293	CDS	798	waaP	2.7.1.235	COG0515	Lipopolysaccharide core heptose(I) kinase WaaP
CAPPHCFD_01294	CDS	1017	waaI_1	2.4.1.44		Lipopolysaccharide 1,3-galactosyltransferase
CAPPHCFD_01295	CDS	327	waaI_2	2.4.1.44		Lipopolysaccharide 1,3-galactosyltransferase
CAPPHCFD_01296	CDS	276			COG1662	IS1 family transposase IS1A
CAPPHCFD_01297	CDS	378			COG1662	IS1 family transposase IS1R
CAPPHCFD_01298	CDS	492	waaJ_1	2.4.1.58		Lipopolysaccharide 1,2-glucosyltransferase
CAPPHCFD_01299	CDS	693	waaY	2.7.1.-	COG0661	Lipopolysaccharide core heptose(II) kinase WaaY
